engine_number,cycle,setting_1,sensor_2,sensor_3,sensor_4,sensor_6,sensor_7,sensor_8,sensor_9,sensor_11,sensor_12,sensor_13,sensor_14,sensor_15,sensor_17,sensor_20,sensor_21
25,34,0.0001,642.12,1594.21,1402.15,21.61,553.77,2388.08,9051.94,47.17,521.94,2388.06,8130.9,8.4287,394,38.86,23.5276
25,35,-0.0002,642.45,1587.6,1402.15,21.61,554.21,2388.02,9052.6,47.32,521.84,2387.98,8131.74,8.4123,391,38.87,23.1999
25,36,0.0007,642.98,1582.09,1400.55,21.61,554.06,2388.07,9052.53,47.43,522.35,2388.08,8130.38,8.4016,393,39.04,23.4142
25,37,0.0003,642.39,1591.81,1392.53,21.61,553.94,2388.06,9046.59,47.26,521.43,2388.12,8127.67,8.3778,392,38.94,23.3031
25,38,-0.0019,642.61,1587.94,1401.92,21.61,553.9,2388.06,9050.5,47.36,522.22,2388.12,8136.42,8.4209,390,39.01,23.4018
25,39,0.0032,642.65,1585.14,1407.41,21.61,553.43,2388.08,9049.69,47.37,521.93,2388.07,8129.7,8.4263,393,38.87,23.2856
25,40,-0.0015,642.71,1582.41,1400.78,21.61,553.31,2388.02,9050.07,47.36,521.88,2388.02,8130.47,8.4601,392,39.13,23.265
25,41,0.0014,643.12,1583.39,1404.18,21.61,553.9,2388.03,9056.78,47.25,521.7,2388.09,8132.95,8.4223,392,38.88,23.4641
25,42,-0.0002,642.69,1590.04,1403.64,21.61,554.15,2388.1,9052.49,47.4,521.9,2388.07,8131.29,8.4687,392,38.9,23.4101
25,43,0.0001,641.78,1582.64,1402.68,21.61,554.82,2388.05,9052.75,47.36,521.85,2388.05,8132.9,8.4059,392,39.08,23.3444
25,44,0.0007,642.74,1583.07,1411.35,21.61,553.87,2388.05,9051.99,47.25,522.13,2388.08,8127.78,8.4432,392,38.99,23.2151
25,45,0.0006,642.64,1589.94,1401.2,21.61,553.38,2388.1,9048.79,47.29,521.34,2388.1,8135.08,8.3908,392,38.84,23.3844
25,46,-0.0034,642.31,1592.85,1403.68,21.61,553.91,2388.05,9054.94,47.39,522.5,2388.08,8135.56,8.3981,392,38.97,23.3092
25,47,0.0,642.57,1587.52,1399.33,21.61,554.52,2388.05,9048.47,47.26,521.71,2388.06,8132.02,8.3926,393,38.99,23.343
25,48,0.0019,642.92,1584.08,1403.1,21.61,553.55,2388.08,9046.2,47.38,521.75,2388.07,8132.18,8.4422,394,38.9,23.3876
